placename,oc_lat,oc_lng,oc_formatted
Albøge Kirke,56.3619061,10.7051653,"Albøge Kirke, Søbyvej, Norddjurs Municipality, Denmark"
Allerslev Kirke,55.081248,12.0373973,"Allerslev Kirke, Kirkestræde, 4720 Præstø, Denmark"
Allested Kirke,55.2652133,10.3368392,"Allested Kirke, Østergade, Allested, Denmark"
Allesø Kirke,55.4537436,10.3131216,"Allesø Kirke, Beldringevej, 5210 Odense NV, Denmark"
Alrø Kirke,55.8566297,10.0750608,"Alrø Kirke, Alrøvej, Odder Municipality, Denmark"
Alslev Kirke,55.2900724,12.2030168,"Alslev Kirke, Alslevvej, 4653 Karise, Denmark"
Alsted Kirke,55.4045205,11.6651025,"Alsted Kirke, Alstedvej, 4173 Fjenneslev, Denmark"
Alstrup Kirke,57.277201,9.7545679,"Alstrup Kirke, Alstrupvej, Vester Hjermitslev, Denmark"
Alsønderup Kirke,55.9702511,12.2268438,"Gundhøjgård, Alsønderup Kirke, Kirkevænget, Alsønderup, Denmark"
Arden Kirke,56.7682163,9.8565065,"Arden Kirke, Møllebygger Sørensens Vej, 9510 Arden, Denmark"
Arup Kirke,55.3800356,10.0451835,"Aarup Kirke, Kirkegade, 5560 Aarup, Denmark"
Asferg Kirke,56.5470122,9.9336539,"Asferg Kirke, Nørregade, Asferg, Denmark"
Asmild Kirke,56.4468009,9.4248251,"Asmild Kirke, Vinkelvej, 8800 Viborg, Denmark"
Asnæs Kirke,55.8099062,11.4984815,"Asnæs Kirke, Asnæs Kirkevej, 4550 Asnæs, Denmark"
Asp Kirke,56.4344591,8.5062908,"Asp Kirke, Aspvej, Asp, Denmark"
Asserballe Kirke,54.9657308,9.9533808,"Asserballe Kirke, Pilehavevej, 6440 Augustenborg, Denmark"
Astrup Kirke,54.8479084,12.0842448,"Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark"
Astrup Kirke,54.8479084,12.0842448,"Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark"
Aså Kirke,NA,NA,NA
Aunede Kirke,NA,NA,NA
Aunslev Kirke,55.3545725,10.7130542,"Aunslev Kirke, Aunslev Kirkevej, 5540 Ullerslev, Denmark"
Avedøre Kirke,55.6273957,12.4437314,"Avedøre Kirke, Trædrejerporten, 2660 Brøndby, Denmark"
Aversi Kirke,55.3451398,11.8516131,"Aversi Kirke, Tornelundsvej, Naestved Municipality, Denmark"
Avnsø Kirke,55.639049,11.3166521,"Avnsø Kirke, Øresøvej, 4470 Svebølle, Denmark"
Bakkendrup Kirke,55.5644313,11.2438343,"Bakkendrup Kirke, Kirkevej, Kalundborg Municipality, Denmark"
Balle Valgmenighedskirke,55.7095913,9.3738849,"Balle Valgmenighedskirke, Ballevej, 7182 Bredsten, Denmark"
Fårdrup Kirke,55.3210119,11.3437103,"Fårdrup Kirke, Seerdrupvej, Slagelse Municipality, Denmark"
Slaglille Kirke,55.4427724,11.6220689,"Slaglille Kirke, Slaglillevej, 4173 Fjenneslev, Denmark"
"Vejle, Vor Frelsers Kirke",55.7099916,9.5389099,"Vor Frelsers Kirke, Jernbanegade, 7100 Vejle, Denmark"
"Vejle, Sct. Johannes Kirke",55.7148279,9.5237005,"Sankt Johannes Kirke, Johannesgade, 7100 Vejle, Denmark"
"Vejle, Sct. Norberts Kirke",55.7076577,9.531878,"Sct. Norberts kirke, Blegbanken, 7100 Vejle, Denmark"
Vejlby Kirke,56.1951459,10.2118118,"Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark"
"Fredericia, Hannerup Kirke",55.5623667,9.7195728,"Hannerup Kirke, Prangervej, 7000 Fredericia, Denmark"
"Fredericia, Sct. Michaelis Kirke",NA,NA,NA
Dråby Kirke,56.2228935,10.7037305,"Dråby Kirke, Dråby Søvej, 8400 Ebeltoft, Denmark"
Ulse Kirke,55.2928156,12.0124325,"Ulse Kirke, Ulsevej, 4683 Rønnede, Denmark"
Rørby Kirke,55.6442109,11.1586687,"Rørby Kirke, Møllevangen, Rørby, Denmark"
Heden Kirke,55.2478493,10.3716759,"Heden Kirke, Byvej, Heden, Denmark"
Glyngøre Kirke,56.7607792,8.8689271,"Glyngøre Kirke, Bredgade, Glyngøre, Denmark"
"Herlev, Vor Frue Kirke",55.7262826,12.438983,"Vor Frue Kirke, Herlevgårdsvej, 2730 Herlev, Denmark"
Hornslet Kirke,56.3141551,10.3210826,"Hornslet Kirke, Løgtenvej, 8543 Hornslet, Denmark"
Hygum Kirke,55.3531796,8.9781611,"Sønder Hygum Kirke, Ribevej, Sønder Hygum, Denmark"
Humble Kirke,54.8342506,10.7058925,"Humble Kirke, Brandsbyvej, 5932 Humble, Denmark"
"Knudsker, Sct. Knuds Kirke",NA,NA,NA
Ledøje Kirke,55.7105871,12.296526,"Ledøje Kirke, Ledøje Søndre Gade, 2765 Smørum, Denmark"
"Køge, Boholte Kirke",55.4442262,12.1638621,"Boholte Kirke, Tyttebærvej, 4600 Køge, Denmark"
Mou Kirke,56.9662133,10.2215245,"Mou Kirke, Dokkedalvej, Mou, Denmark"
Lyngby Kirke,55.773475,12.5002735,"Lyngby Kirke, Lyngby Hovedgade, 2800 Kongens Lyngby, Denmark"
Nørup Kirke,55.7197403,9.3054718,"Nørup Kirke, De Lichtenbergs Vej, 7321 Gadbjerg, Denmark"
Rejsby Kirke,55.2376606,8.7142528,"Rejsby Kirke, Nørrerad, Tønder Municipality, Denmark"
Skovby Kirke,56.1569406,9.94663,"Skovby Kirke, Kirkegyden, 8464 Galten, Denmark"
Skelager Kirke,56.192188,10.1948757,"Skelager Kirke, Skelagervej, 8200 Aarhus N, Denmark"
Sindal gamle Kirke,57.4840425,10.1802033,"Sindal gamle Kirke, Astrupvej, Sindal, Denmark"
"Herning, Sct. Peters Kirke",NA,NA,NA
"Svendborg, Fredens Kirke",55.0651986,10.6293465,"Fredens Kirke, Fruerstuevej, 5700 Svendborg, Denmark"
Vejlby Kirke,56.1951459,10.2118118,"Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark"
Todbjerg Kirke,56.2683546,10.2109462,"Todbjerg Kirke, Grimsbrovej, 8530 Hjortshøj, Denmark"
Våbensted Kirke,54.7894344,11.5833717,"Våbensted Kirke, Våbensted Byvej, Guldborgsund Municipality, Denmark"
Vestenskov Kirke,54.7892727,11.093882,"Vestenskov Kirke, Vestenskov Kirkevej, Vestenskov, Denmark"
Vellev Kirke,56.3701117,9.8166141,"Vellev Kirke, Øksendalvej, 8860 Ulstrup, Denmark"
Ørridslev Kirke,55.9314595,9.9353691,"Ørridslev Kirke, Kirkevej, 8732 Hovedgård, Denmark"
Balslev Kirke,55.4251019,9.8957484,"Balslev Kirke, Granlyvej, 5592 Ejby, Denmark"
Tulstrup Kirke,56.0280935,10.14452,"Tulstrup Kirke, Tulstrupvej, 8320 Mårslet, Denmark"
Bederslev Kirke,55.5509667,10.3436193,"Bederslev Kirke, Bederslev, Nordfyn Municipality, Denmark"
Benløse Kirke,55.4698475,11.8062283,"Benløse Kirke, Benløse By, 4100 Ringsted, Denmark"
Bigum Kirke,56.5410876,9.6586112,"Bigum Kirke, Lergravsvej, Viborg Municipality, Denmark"
Billum Kirke,55.6118837,8.3221155,"Billum Kirke, Tarphagevej, 6852 Billum, Denmark"
Billund Kirke,55.7302141,9.1179972,"Billund Kirke, Skulpturstien, 7190 Billund, Denmark"
Binderup Kirke,56.7640028,9.5582543,"Binderup Kirke, Gammel Viborgvej, Rebild Municipality, Denmark"
Bindslev Kirke,57.5328887,10.1734511,"Bindslev Kirke, Kirkevej, 9881 Bindslev, Denmark"
Birkende Kirke,55.3812859,10.567159,"Birkende Kirke, Hans Tausensgade, 5550 Langeskov, Denmark"
Bjerager Kirke,55.9527432,10.2159434,"Bjerager Kirke, Eriksmindevej, 8300 Odder, Denmark"
Bjergby Kirke,57.5147778,10.0475039,"Bjergby Kirke, Træholtvej, Bjergby, Denmark"
Bjerregrav Kirke,56.5784627,9.5025191,"Vester Bjerregrav Kirke, Kirkevænget, 9632 Møldrup, Denmark"
Bjerringbro Kirke,56.3781477,9.6602204,"Bjerringbro Kirke, Nørregade, 8850 Bjerringbro, Denmark"
Blegind Kirke,56.0673408,10.072488,"Blegind Kirke, Kirkevænget, 8355 Solbjerg, Denmark"
Blidstrup Kirke,56.7161219,8.6919568,"Blidstrup Kirke, Åbakken, 7970 Redsted, Denmark"
Blovstrød Kirke,55.8648642,12.3878413,"Blovstrød Kirke, Kærvej, 3450 Allerød, Denmark"
Blære Kirke,56.8659171,9.5119409,"Blære Kirke, Gammel Blærevej, Vesthimmerland Municipality, Denmark"
"Bodilsker, Bodils Kirke",55.0612822,15.0712035,"Bodils kirke, Rønnevej, 3730 Nexø, Denmark"
Boeslunde Kirke,55.3015889,11.2708856,"Boeslunde Kirke, Sønderupvej, 4242 Boeslunde, Denmark"
Bogø Kirke,54.9320057,12.0479145,"Bogø Kirke, Søvangsvej, 4793 Bogø, Denmark"
Borbjerg Kirke,56.4050211,8.7557966,"Borbjerg Kirke, Trabjergvej, Borbjerg, Denmark"
Borre Kirke,54.9960078,12.4472518,"Borre Kirke, Klintevej, 4791 Borre, Denmark"
Borris Kirke,55.9550526,8.656059,"Borris Kirke, Kirkevej, Borris, Denmark"
Borup Kirke,56.5048888,9.9854623,"Borup Kirke, Borup Byvej, 8920 Randers NV, Denmark"
Borup Kirke,56.5048888,9.9854623,"Borup Kirke, Borup Byvej, 8920 Randers NV, Denmark"
Bovlund Frimenighedskirke,55.1018414,9.1041386,"Bovlund Frimenighedskirke, Bovlund Bjergvej, 6535 Branderup, Denmark"
Brande Kirke,55.9453154,9.125056,"Brande Kirke, Storegade, 7330 Brande, Denmark"
Branderslev Kirke,54.8723406,11.139079,"Branderslev Kirke, Adamsgavevej, 4900 Nakskov, Denmark"
Branderup Kirke,55.1283406,9.0788478,"Branderup Kirke, Branderup Kirkevej, 6535 Branderup, Denmark"
Brandstrup Kirke,56.3629779,9.5072937,"Brandstrup Kirke, Brandstrup Søvej, 8840 Rødkærsbro, Denmark"
Bredballe Kirke,55.7145521,9.6078986,"Bredballe Kirke, Mølgårdsvej, 7120 Vejle, Denmark"
Brede Kirke,55.0581378,8.832699,"Brede Kirke, Hovedvejen, Bredebro, Denmark"
Bredstrup Kirke,55.589446,9.6617616,"Bredstrup Kirke, Bredstrupvej, Bredstrup, Denmark"
Bregninge Kirke,54.7051352,11.6880432,"Bregninge Kirke, Grønnegadevej, 4880 Nysted, Denmark"
Brejning Kirke,56.1124323,8.5003076,"Brejning Kirke, Kærhusvej, 6971 Spjald, Denmark"
"Aarhus, Risskov Kirke",56.1881652,10.2363797,"Risskov Kirke, Solbakken, 8240 Risskov, Denmark"
Årestrup Kirke,NA,NA,NA
Øster Assels kirke,56.7027709,8.6957645,"Øster Assels Kirke, Kirkestræde, 7990 Øster, Denmark"
Horsens Klosterkirke,NA,NA,NA
"Vejle, Mølholm Kirke",55.6957081,9.5473741,"Mølholm Kirke, Niels Skousvej, 7100 Vejle, Denmark"
Bringstrup Kirke,55.4475113,11.7297183,"Bringstrup Kirke, Egerupvej, Ringsted Municipality, Denmark"
Brorstrup Kirke,56.7631535,9.6521405,"Brorstrup Kirke, Brorstrupvej, 9610 Nørager, Denmark"
Brudager Kirke,55.1157504,10.6750652,"Brudager Kirke, Vejstrupvej, 5882 Vejstrup, Denmark"
Brylle Kirke,55.3245369,10.2466604,"Brylle Kirke, Toftevej, 5690 Tommerup, Denmark"
Brændekilde Kirke,55.351454,10.276998,"Brændekilde Kirke, Ravnebjerggyden, 5491 Blommenslyst, Denmark"
Brøndbyvester Kirke,55.6455886,12.4090746,"Brøndbyvester Kirke, Kirkebjerg Allé, 2605 Brøndby, Denmark"
Brønderslev Gamle Kirke,57.2691988,9.9637699,"Brønderslev Gamle Kirke, Kirkevej, 9700 Brønderslev, Denmark"
Buddinge Kirke,55.7441982,12.4947914,"Buddinge Kirke, Buddingevej, 2860 Søborg, Denmark"
Buerup Kirke,55.5924206,11.342026,"Buerup Kirke, Lillevej, Kalundborg Municipality, Denmark"
Bur Kirke,56.3618788,8.4453112,"Burgård, Bur Kirke, Bur Kirkevej, Bur, Denmark"
Burkal Kirke,54.9265032,9.0671494,"Burkal Kirke, Stemmildvej, 6372 Bylderup-Bov, Denmark"
Bursø Kirke,54.7366118,11.4887661,"Bursø Kirke, Bursøvej, 4960 Holeby, Denmark"
Butterup Kirke,55.7005028,11.6214365,"Butterup Kirke, Butterup Byvej, 4420 Regstrup, Denmark"
Bylderup Kirke,54.9456577,9.0988572,"Bylderup Kirke, Æ Frøsti, 6372 Bylderup-Bov, Denmark"
Bække Kirke,55.5690072,9.137771,"Bække Kirke, Søndergade, 6622 Bække, Denmark"
Bælum Kirke,56.8319027,10.1186357,"Bælum Kirke, Vestergade, 9574 Bælum, Denmark"
Børsmose Kirke,55.6597447,8.1854264,"Børsmose Kirke, Kærgårdvej, 6853 Vejers, Denmark"
Bøstrup Kirke,55.0452747,10.8814376,"Bøstrup Kirke, Bøstrupvej, 5953 Tranekær, Denmark"
Bøvling Kirke,56.4475188,8.1826958,"Bøvling Kirke, Gammelgårde, Bøvlingvej, 7650 Bøvlingbjerg, Denmark"
Bårse Kirke,55.1270721,11.953893,"Bårse Kirke, Præstegårdsvej, Bårse, Denmark"
Daler Kirke,54.9696842,8.745615,"Daler Kirke, Peter Jessensvej, 6280 Højer, Denmark"
Dalum Kirke,55.3636365,10.3753621,"Dalum Kirke, Kærlighedsstien, 5260 Odense S, Denmark"
Damsholte Kirke,54.9396907,12.215281,"Damsholte Church, Grønsundvej, Vordingborg Municipality, Denmark"
Dannemare Kirke,54.7617858,11.1885717,"Dannemare Kirke, Præstevangen, 4983 Dannemare, Denmark"
Davinde Kirke,55.3391919,10.5411486,"Davinde Kirke, Tingkærvej, 5863 Ferritslev, Denmark"
Dokkedal Kirke,56.9009376,10.2541695,"Dokkedal Kirke, Møllesøvej, Dokkedal, Denmark"
Dollerup Kirke,56.3718255,9.3082633,"Dollerup Kirke, Dollerupvej, Skelhøje, Denmark"
Dommerby Kirke,56.5521071,9.0832863,"Dommerby Kirke, Dommerby, Central Denmark Region, Denmark"
Dorf Kirke,57.2258256,10.2863137,"Dorf Kirke, Trintvedvej, 9330 Dronninglund, Denmark"
Dover Kirke,56.0781257,9.835592,"Dover Kirke, Alkenvej, Skanderborg Municipality, Denmark"
Dragstrup Kirke,56.8227823,8.6682312,"Dragstrup Kirke, Helligkildevej, 7950 Erslev, Denmark"
Dreslette Kirke,55.2258553,10.037008,"Dreslette Kirke, Kirkevej, 5631 Ebberup, Denmark"
Dronningborg Kirke,56.4722392,10.0625199,"Dronningborg Kirke, Egholmsvej, 8930 Randers NØ, Denmark"
"Randers, Sct. Peders Kirke",NA,NA,NA
Durup Kirke,56.7447459,8.9551011,"Durup Kirke, Hovedgaden, 7870 Roslev, Denmark"
Dybe Kirke,56.5107123,8.1713951,"Dybe Kirke, Stamphøjvej, Ferring, Denmark"
Dyrup Kirke,55.35041,10.3367749,"Dyrup Kirke, Tranehøjen, 5250 Odense SV, Denmark"
Ebdrup Kirke,56.3426424,10.5452551,"Ebdrup Kirke, Ebdrupvej, 8560 Kolind, Denmark"
Egens Kirke,56.2694363,10.5121761,"Egens Kirke, Kirketoften, Syddjurs Municipality, Denmark"
Egense Kirke,55.056026,10.528039,"Egense Kirke, Hellegårdsvej, Svendborg Municipality, Denmark"
Egernsund Kirke,54.9041455,9.6091084,"Egernsund Kirke, Sundgade, 6320 Egernsund, Denmark"
Eggeslevmagle Kirke,55.2861446,11.3491696,"Eggeslevmagle Kirke, Præstestræde, Slagelse Municipality, Denmark"
Egvad Kirke,55.0765471,9.2529256,"Egvad Kirke, Øbening Kirkevej, Aabenraa Municipality, Denmark"
Ejby Kirke,55.3959282,10.4230111,"Vor Frelsers Kirke, Ejbygade, 5230 Odense M, Denmark"
Ejlby Kirke,55.5381984,10.1762506,"Ejlby Kirke, Ejlbyvej, Nordfyn Municipality, Denmark"
Ejsing Kirke,56.5224937,8.7863091,"Ejsing Kirke, Vinderupvej, 7830 Vinderup, Denmark"
Ellested Kirke,55.2552967,10.6093554,"Ellested Kirke, Ellebækvej, 5854 Gislev, Denmark"
Ellinge Kirke,55.3164929,10.6190039,"Ellinge Kirke, Kirkeballe, 5863 Ferritslev, Denmark"
Elsborg Kirke,56.3330823,9.4838603,"Elsborg Kirke, Bredmosevej, 8840 Rødkærsbro, Denmark"
Elsø Kirke,56.8037985,8.7911879,"Elsø Kirke, Kirkekrogen, 7900 Nykøbing, Denmark"
Enderslev Kirke,NA,NA,NA
Engesvang Kirke,56.1757051,9.3327512,"Engesvang Kirke, Karupvej, 7442 Engesvang, Denmark"
Enslev Kirke,56.4173634,10.8134856,"Enslev Kirke, Kirkevej, Norddjurs Municipality, Denmark"
Erritsø kirke,55.5477973,9.7002347,"Erritsø Kirke, Erritsø Bygade, 7000 Fredericia, Denmark"
Erslev Kirke,56.8315957,8.7527842,"Erslev Kirke, Kirkevænget, 7950 Erslev, Denmark"
Sønder Harridslev Kirke,NA,NA,NA
Gødvad Kirke,56.1912845,9.6204305,"Gødvad Kirke, Gødvad Kirkevej, Resenbro, Denmark"
Essenbæk Kirke,56.4407423,10.1489573,"Essenbæk Kirke, Storegade, 8960 Randers SØ, Denmark"
Falkerslev Kirke,54.8362919,12.0001052,"Falkerslev Kirke, Kirkevej, Guldborgsund Municipality, Denmark"
Falling Kirke,55.9102297,10.1363732,"Falling Kirke, Alrøvej, Odder Municipality, Denmark"
Falsled Kirke,NA,NA,NA
Farre Kirke,55.8072854,9.2560786,"Farre Kirke, Kirkevej, 7323 Give, Denmark"
Farstrup Kirke,56.983353,9.4623114,"Farstrup Kirke, Nymøllevej, Farstrup, Denmark"
Farsø Kirke,56.7740448,9.3391182,"Farsø Kirke, Søvej, 9640 Farsø, Denmark"
Faster Kirke,55.9863424,8.5921536,"Faster Kirke, Slumstrupvej, Ringkøbing-Skjern Municipality, Denmark"
Fasterholt Kirke,56.0085486,9.1140265,"Fasterholt Kirke, Ejstrupvej, Fasterholt, Denmark"
Faurholt Kirke,56.1792025,9.1304477,"Faurholt Kirke, Ringstrupvej, Ikast-Brande Municipality, Denmark"
Fausing Kirke,56.4452657,10.2819932,"Fausing Kirke, Kirkegårdsvej, Fausing, Denmark"
Femø Kirke,54.9727443,11.5224422,"Femø Kirke, Kirke Allé, 4945 Femø, Denmark"
Ferslev Kirke,55.7609272,11.9136869,"Ferslev Kirke, Skolestrædet, 4050 Skibby, Denmark"
"Filadelfia, koloniens kirke",NA,NA,NA
Filskov Kirke,55.8137215,9.0238783,"Filskov Kirke, Omme Landevej, Filskov, Denmark"
"Nykøbing Falster, Hellig Kors Kirke",54.7643764,11.8782094,"Hellig Kors Kirke, Bispegade, 4800 Nykøbing, Denmark"
Fjaltring Kirke,56.4759027,8.131908,"Fjaltring Kirke, Rubyvej, Fjaltring, Denmark"
Fjelde Kirke,54.7507185,11.6632844,"Fjelde Kirke, Fjelde Byvej, 4990 Sakskøbing, Denmark"
Fjellerup Kirke,56.5046507,10.5907433,"Fjellerup Kirke, Fjellerup Bygade, Fjellerup, Denmark"
Fjelsted Kirke,55.4402296,10.0141435,"Fjelsted Kirke, Ridderstien, 5463 Harndrup, Denmark"
Fjenneslev Kirke,55.4335387,11.6875769,"Fjenneslev Kirke, Langtoftevej, 4173 Fjenneslev, Denmark"
Fjerritslev Kirke,57.0889414,9.2631728,"Fjerritslev Kirke, Borups Alle, 9690 Fjerritslev, Denmark"
Flade Kirke,57.4235805,10.4670269,"Flade Kirke, Flade Kirkevej, 9900 Frederikshavn, Denmark"
Flakkebjerg Kirke,55.3149478,11.3940345,"Flakkebjerg Kirke, Slagelsevej, 4261 Dalmose, Denmark"
Flemløse Kirke,55.2506576,10.0666935,"Flemløse Kirke, Langgade, 5620 Glamsbjerg, Denmark"
Fly Kirke,56.4948397,9.0125681,"Fly Kirke, Lærkenborgvej, Fly, Denmark"
Flødstrup Kirke,55.3841431,10.6679104,"Vor Frue Kirke, Kertemindevej, 5540 Ullerslev, Denmark"
Fodby Kirke,55.2491883,11.6736332,"Fodby Kirke, Fodbygade, Naestved Municipality, Denmark"
Fole Kirke,55.3153291,8.9811827,"Fole Kirke, Præstegårdsvej, Fole, Denmark"
Fovlum Kirke,56.7311402,9.2677246,"Hestbækgård, Fovlum Kirke, Hestbækvej, 9640 Farsø, Denmark"
Fuglslev Kirke,56.2853071,10.7181335,"Fuglslev Kirke, Fuglslev Bygade, Syddjurs Municipality, Denmark"
"Frederikshavn, Abildgård Kirke",57.4473492,10.5249266,"Abildgård Kirke, Abildgårdsvej, 9900 Frederikshavn, Denmark"
"Frederikssund, Islebjerg Kirke",55.8469037,12.0602072,"Islebjerg Kirke, Ansgarsvej, 3600 Frederikssund, Denmark"
Frørup Kirke,55.2426243,10.7145116,"Frørup Kirke, Frørup Byvej, 5871 Frørup, Denmark"
Frøslev Kirke,56.8056965,8.7259831,"Frøslev Kirke, Elsøvej, 7950 Erslev, Denmark"
Frøslev Kirke,56.8056965,8.7259831,"Frøslev Kirke, Elsøvej, 7950 Erslev, Denmark"
Fur Kirke,56.812802,9.0217758,"Fur Kirke, Præstegårde, Sundevej, 7884 Fur, Denmark"
Føns Kirke,55.4272151,9.8362004,"Føns Kirke, Fønsvej, 5580 Nørre, Denmark"
Førslev Kirke,55.2762021,11.5774548,"Petersdal, Førslev Kirke, Førslevvej, 4250 Fuglebjerg, Denmark"
Fåborg Kirke,55.5857709,8.7408759,"Fåborg Kirke, Fåborgvej, Fåborg, Denmark"
Gadbjerg Kirke,55.7674127,9.3171575,"Gadbjerg Kirke, Buen, 7321 Gadbjerg, Denmark"
Gadevang Kirke,55.9616336,12.2820487,"Gadevang Kirke, Rankeskovvej, 3400 Hillerød, Denmark"
Galtrup Kirke,56.8453845,8.72473,"Galtrup Kirke, Efterskolevej, 7950 Erslev, Denmark"
Gamborg Kirke,55.4631055,9.7992837,"Gamborg Kirke, Borrevej, Middelfart Municipality, Denmark"
Fodslette Kirke,54.8159379,10.7350899,"Fodslette Kirke, Sønderskovvej, 5932 Humble, Denmark"
Flynder Kirke,56.447323,8.3047591,"Flynder Kirke, Agergårdvej, 7660 Bækmarksbro, Denmark"
Vejby Kirke,56.0642806,12.1408342,"Vejby Kirke, Kirkebakken, 3210 Vejby, Denmark"
Haverslev Kirke,56.7866721,9.6823918,"Haverslev Kirke, Jyllandsgade, 9610 Nørager, Denmark"
Gammelstrup Kirke,56.4880137,9.1681726,"Gammelstrup Kirke, Lundgårdsvej, 7850 Stoholm, Denmark"
Gassum Kirke,56.5753613,9.9966259,"Gassum Kirke, Amtsvejen, Gassum, Denmark"
Gelsted Kirke,55.4081518,9.9640855,"Gelsted Kirke, Kirkebakken, 5591 Gelsted, Denmark"
Genner Kirke,55.1251901,9.4408567,"Genner Kirke, Kirkevænget, Genner, Denmark"
Gerlev Kirke,55.820542,12.0139844,"Gerlev Kirke, Bygaden, Gerlev, Denmark"
Gerning Kirke,56.3585257,9.7220808,"Gerning Kirke, Ringsøhøjvej, Hvorslev, Denmark"
Gershøj Kirke,55.7183986,11.9781289,"Gershøj Kirke, Gershøjvej, 4050 Skibby, Denmark"
Gerskov Kirke,55.4928149,10.4600117,"Gerskov Kirke, Gerskov Bygade, Klintebjerg, Denmark"
Gevninge Kirke,55.6483004,11.9630164,"Gevninge Kirke, Gevninge Bygade, Gevninge, Denmark"
Gierslev Kirke,55.490143,11.3209721,"Gierslev Kirke, Solbjergvej, 4270 Høng, Denmark"
Gimming Kirke,56.4938391,10.0972305,"Gimming Kirke, Vestrupvej, 8930 Randers NØ, Denmark"
Gislum Kirke,56.7668795,9.5173275,"Gislum Kirke, Herredsvej, 9600 Aars, Denmark"
Giver Kirke,56.8294249,9.5821961,"Giver Kirke, Skivumvej, Vesthimmerland Municipality, Denmark"
Gjellerup Kirke,56.1454081,9.0477112,"Gjellerup Kirke, Kirkebyvej, Gjellerup, Denmark"
Gjøl Kirke,57.069932,9.7196293,"Gjøl Kirke, Bakkevænget, Gjøl, Denmark"
Glamsbjerg Kirke,55.2812925,10.1026399,"Glamsbjerg Kirke, Krengerupvej, 5620 Glamsbjerg, Denmark"
Glenstrup Kirke,56.5841772,9.8518477,"Glenstrup Kirke, Glenstrup Søvej, 8990 Fårup, Denmark"
Gloslunde Kirke,54.755161,11.2230769,"Gloslunde Kirke, Gloslunde Gade, 4983 Dannemare, Denmark"
Glostrup Kirke,55.6663196,12.3937218,"Glostrup Kirke, Kirkepladsen, 2600 Glostrup, Denmark"
Godthåb Kirke,56.96208,9.8060385,"Godthåb Kirke, Volstrupvej, 9230 Svenstrup, Denmark"
Gram Kirke,55.2906257,9.0423167,"Gram Kirke, Kirkealle, 6510 Gram, Denmark"
Grensten Kirke,56.4207885,9.9242498,"Kallehavegård, Grensten Kirke, Byvej, 8870 Langå, Denmark"
"Grenå, Simon Peters Kirke",56.4094132,10.9159033,"Simon Peters Kirke, Søgade, 8500 Grenaa, Denmark"
Grevinge Kirke,55.7984402,11.5542061,"Grevinge Kirke, Præstegårds Allé, 4571 Grevinge, Denmark"
Grimstrup Kirke,55.527446,8.6577447,"Grimstrup Kirke, Grimstrup Hovedvej, 6818 Årre, Denmark"
Grinderslev Kirke,56.6950177,9.0686712,"Grinderslev Kirke, Klostervej, Breum, Denmark"
Grindløse Kirke,55.5600632,10.2327981,"Grindløse Kirke, Bladstrupvej, Nordfyn Municipality, Denmark"
Grove Kirke,56.3150032,9.0403432,"Grove Kirke, Grovevej, Herning Municipality, Denmark"
Grundfør Kirke,56.268845,10.1024545,"Grundfør Kirke, Algade, 8382 Hinnerup, Denmark"
Gudhjem Kirke,55.2107939,14.971727,"Gudhjem Kirke, Kirkevej, 3760 Gudhjem, Denmark"
Gudme Kirke,55.1504521,10.7084001,"Gudme Kirke, Egsmose, Skelmosevej, 5884 Gudme, Denmark"
Gudum Kirke,56.9501164,10.0687056,"Gudum Kirke, Louisendalvej, Vaarst, Denmark"
"Aalborg, Gug Kirke",57.016279,9.9302207,"Gug Kirke, Byplanstien, 9210 Aalborg SØ, Denmark"
Gullev Kirke,56.3519715,9.6794056,"Gullev Kirke, Kirkevej, 8850 Bjerringbro, Denmark"
Gunderup Kirke,56.9414607,10.01513,"Gunderup Kirke, Skomagerbakken, 9260 Gistrup, Denmark"
Gurreby Kirke,54.8084155,11.240644,"Gurreby Kirke, Gurrebyvej, 4920 Søllested, Denmark"
Gyldenbjerg Kirke,54.9410097,11.8462802,"Gyldenbjerg Kirke, Gyldenbjergvej, 4840 Nørre, Denmark"
Gylling Kirke,55.8903344,10.1646309,"Gylling Kirke, Lerdrupvej, Gylling, Denmark"
Gyrstinge Kirke,55.4880297,11.6843446,"Gyrstinge Kirke, Gyrstinge Bygade, 4173 Fjenneslev, Denmark"
Gærum Kirke,57.3957592,10.423425,"Gærum Kirke, Brønderslevvej, 9750 Østervrå, Denmark"
Gørlev Kirke,55.5380266,11.2257358,"Gørlev Kirke, Ilebjerg, 4281 Gørlev, Denmark"
Gørløse Kirke,55.8855478,12.1945615,"Gørløse Kirke, Ved Kirken, 3330 Gørløse, Denmark"
Gøttrup Kirke,57.0583485,9.2119466,"Gøttrup Kirke, Gøttrupvej, Gøttrup, Denmark"
Gåser Kirke,57.0192847,10.1847337,"Gåser Kirke, Sønderskovvej, 9362 Gandrup, Denmark"
Øster Hornum Kirke,56.9364901,9.7462332,"Øster Hornum Kirke, Til Kirken, Øster Hornum, Denmark"
Haslund Kirke,56.4169016,10.0262763,"Haslund Kirke, Amstrupgårdsvej, 8940 Randers SV, Denmark"
Vonge Kirke,55.8565821,9.4274219,"Vonge Kirke, Bygade, 7173 Vonge, Denmark"
