placename,oc_lat,oc_lng,oc_formatted
Haderup Kirke,56.3887529,8.9929256,"Haderup Kirke, Kirkevej, 7540 Haderup, Denmark"
Finderup Kirke,56.412219,9.2878399,"Finderup Kirke, Finderupvej, Viborg Municipality, Denmark"
Hadsund Kirke,56.7195916,10.1177358,"Hadsund Kirke, Kirkegade, Hadsund, Denmark"
Hald Ege Kirke,56.4093017,9.3579596,"Hald Ege Kirke, Hald Ege Kirkevej, 8800 Viborg, Denmark"
Haldagerlille Kirke,55.330972,11.508109,"Haldagerlille Kirke, Haldagerlillevej, 4250 Fuglebjerg, Denmark"
Hallenslev Kirke,55.5477958,11.2800064,"Hallenslev Kirke, Hallenslevvej, 4270 Høng, Denmark"
Halling Kirke,56.3352058,10.1911608,"Hallinggård, Halling Kirke, Hyacintvej, Halling, Denmark"
Halling Kirke,56.3352058,10.1911608,"Hallinggård, Halling Kirke, Hyacintvej, Halling, Denmark"
Hallund Kirke,57.2387054,10.102564,"Hallund Kirke, Ørumvej, Hallund, Denmark"
Halsted Kirke,54.8470374,11.2258861,"Halsted Church, Maribovej, Lolland Municipality, Denmark"
Hammel Kirke,56.2554467,9.8629662,"Hammel Kirke, Vestergade, 8450 Hammel, Denmark"
Hammelev Kirke,55.2445034,9.3888762,"Hammelev Kirke, Kirkestræde, Hammelev, Denmark"
Hammer Kirke,57.1509232,10.0119532,"Hammer Kirke, Hammerkilen, Aalborg Municipality, Denmark"
"Viborg, Sct. Kjelds Kirke",NA,NA,NA
Handrup Kirke,56.2374468,10.6326924,"Handrup Kirke, Tinghøjvej, 8400 Ebeltoft, Denmark"
Hanning Kirke,56.0190912,8.5123445,"Hanning Kirke, Rk Møllevej, Rækker Mølle, Denmark"
Haraldsted Kirke,55.4915324,11.7681618,"Haraldsted Kirke, Haraldstedvej, Ringsted Municipality, Denmark"
Harlev Kirke,56.1330444,10.0109068,"Harlev Kirke, Højbyvej, 8462 Harlev, Denmark"
Harring Kirke,56.8641686,8.543797,"Harring Kirke, Harringhedevej, 7752 Snedsted, Denmark"
Harte Kirke,55.50987,9.4157538,"Harte Kirke, Stubdrupvej, Harte, Denmark"
Hasle Kirke,56.1696962,10.1611949,"Hasle Kirke, Haslegårdsvej, 8210 Aarhus V, Denmark"
Haslev Kirke,55.3231907,11.9634977,"Haslev Church, Kirkepladsen, 4690 Haslev, Denmark"
Hasmark Kirke,55.5476526,10.4598285,"Hasmark Kirke, Østerballevej, Hasmark, Denmark"
Hasseris Kirke,57.0385111,9.8842313999999991,"Hasseris Kirke, Thorsens Alle, 9200 Aalborg SV, Denmark"
Haunstrup Kirke,56.1197627,8.8061559,"Havnstrup Kirke, Haunstrup Hovedgade, Havnstrup, Denmark"
Haverslev Kirke,56.7866721,9.6823918,"Haverslev Kirke, Jyllandsgade, 9610 Nørager, Denmark"
Havnbjerg Kirke,55.0382137,9.7973624,"Havnbjerg Kirke, Kirkebakken, 6430 Nordborg, Denmark"
Havndal Kirke,56.6544687,10.1999402,"Havndal Kirke, Kirkevej, 8970 Havndal, Denmark"
"Hedehusene, Ansgar Kirke",NA,NA,NA
Hedensted Kirke,55.76987,9.7037415,"Hedensted Kirke, Skjøttsvej, 8722 Hedensted, Denmark"
Hee Kirke,56.1457572,8.2790485,"Hee Kirke, Agersbækvej, Hee, Denmark"
Hejninge Kirke,55.4026707,11.2828138,"Hejninge Kirke, Strandvejen, 4241 Vemmelev, Denmark"
Hejnsvig kirke,55.695684,8.995007,"Hejnsvig Kirke, Kirkevej, 7250 Hejnsvig, Denmark"
"Hellerup, Helleruplund Kirke",55.7362744,12.5552781,"Helleruplund Kirke, Sehestedsvej, 2900 Hellerup, Denmark"
Hellerup Kirke,55.7343515,12.572954,"Hellerup Kirke, Margrethevej, 2900 Hellerup, Denmark"
"Sostrup, Maria Hjerte Klosterkirke",NA,NA,NA
"Odense, Munkebjerg Kirke",55.3869417,10.4044801,"Munkebjerg Kirke, Østerbæksvej, 5230 Odense M, Denmark"
Udby Kirke,56.5734312,10.2986238,"Udby Kirke, Rougsøvej, Norddjurs Municipality, Denmark"
"Silkeborg, Sejs-Svejbæk Kirke",56.1364171,9.6228906,"Sejs-Svejbæk Kirke, Julsøvej, Sejs-Svejbæk, Denmark"
"Silkeborg, Mariehøj Kirke",56.1589537,9.5364212,"Mariehøj Kirke, Solhøjsvej, 8600 Silkeborg, Denmark"
Hellevad Kirke,57.2128884,10.1527386,"Hellevad Kirke, Bredkærsvej, 9320 Hjallerup, Denmark"
Padesø Kirke,55.4358329,10.0937455,"Padesø Kirke, Assens Landevej, Nordfyn Municipality, Denmark"
"Helsingør, Sct. Olai Kirke",56.0356958,12.6140944,"Sankt Olai Kirke, Sct Olai Kirkeplads, 3000 Helsingør, Denmark"
"Helsingør, Sct. Olai Kirke",56.0356958,12.6140944,"Sankt Olai Kirke, Sct Olai Kirkeplads, 3000 Helsingør, Denmark"
"Helsingør, Sthens Kirke",56.0197834,12.5878333,"Sthens Kirke, Egevænget, 3070 Snekkersten, Denmark"
Helstrup Kirke,56.4284399,9.8897783,"Helstrup Kirke, Kirkebakken, 8870 Langå, Denmark"
Heltborg Kirke,56.7539998,8.4558108,"Heltborg Kirke, Skårhøjvej, 7760 Hurup, Denmark"
Hemmed Kirke,56.4955444,10.7427958,"Hemmed Kirke, Hemmed Kirkevej, Norddjurs Municipality, Denmark"
Hemmeshøj Kirke,55.3464502,11.2886009,"Hemmeshøj Kirke, Præstemarksvej, 4241 Vemmelev, Denmark"
Hemmet Kirke,55.8499642,8.3754823,"Hemmet Kirke, Kirkestrædet, Hemmet, Denmark"
Henne Kirke,55.7274838,8.2412463,"Henne Kirke, Strandvejen, 6854 Henne, Denmark"
"Herlev, Præstebro Kirke",55.7298776,12.4459376,"Præstebro Kirke, Herlev Ringvej, 2730 Herlev, Denmark"
Herredskirke,54.8776267,11.1543154,"Herredskirke Kirke, Herredskirkevej, Lolland Municipality, Denmark"
Herrup Kirke,56.4072291,8.9188133,"Herrup Kirke, Tophøjvej, Herrup, Denmark"
Herslev Kirke,55.580712,9.595515,"Herslev Kirke, Herslevvej, Herslev, Denmark"
Hersom Kirke,56.5547488,9.5575447,"Hersom Kirke, Teglgårdvej, Viborg Municipality, Denmark"
Hesselager Kirke,55.1761202,10.7457018,"Hesselager Kirke, Møllevej, 5874 Hesselager, Denmark"
"Hillerød, Præstevang Kirke",55.9318465,12.3174637,"Præstevang Kirke, Tamsborgvej, 3400 Hillerød, Denmark"
"Hillerød, Ullerød Kirke",55.9404425,12.2709662,"Ullerød Kirke, Begtrupvænget, 3400 Hillerød, Denmark"
Hindborg Kirke,56.6224864,8.9551847,"Hindborg Kirke, Hindborgvej, Hem, Denmark"
Hjadstrup Kirke,55.5233448,10.3505729,"Hjadstrup Kirke, Horsebækvej, Nordfyn Municipality, Denmark"
Hjardemål Kirke,57.0586521,8.8043926,"Hjardemål Kirke, Hjardemål Kirkevej, Thisted Municipality, Denmark"
Hjembæk Kirke,55.6978226,11.4090172,"Hjembæk Kirke, Tornbrinken, 4460 Snertinge, Denmark"
Hjerk Kirke,56.691274,8.9241535,"Hjerk Kirke, Kirkesti, Over Hjerk, Denmark"
Hjerm Østre Kirke,56.4484338,8.6814346,"Hjerm Østre Kirke, Kviumvej, 7560 Hjerm, Denmark"
Hjerndrup Kirke,55.3321665,9.4275334,"Hjerndrup Kirke, Hjerndrup Kirkevej, 6070 Christiansfeld, Denmark"
Hjerting Kirke,55.5257852,8.3568716,"Hjerting Kirke, Hjerting Byvej, 6710 Esbjerg V, Denmark"
Hjordkær Kirke,55.0328554,9.3030617,"Hjordkær Kirke, Klintvej, 6230 Rødekro, Denmark"
Hjortdal Kirke,57.1352925,9.3445453,"Hjortdal Kirke, Hjortdal Kirkevej, Jammerbugt Municipality, Denmark"
"Silkeborg, Balle Kirke",56.1960368,9.5227195,"Balle Kirke, Balle Bygade, 8600 Silkeborg, Denmark"
"Hjørring, Sct. Catharinæ Kirke",57.4618001,9.9824746,"Sanct Catharinæ Kirke, Store Kirkestræde, 9800 Hjørring, Denmark"
"Hjørring, Sct. Hans Kirke",57.4627358,9.9817911,"Sankt Hans Kirke, Sanct Hans Stræde, 9800 Hjørring, Denmark"
"Hjørring, Sct. Olai Kirke",57.4626975,9.9850568,"Sankt Olai Kirke, Vendelbogade, 9800 Hjørring, Denmark"
Ho Kirke,55.5540395,8.2293816,"Ho Kirke, Hovej, Varde Municipality, Denmark"
Hodde kirke,55.698855,8.6456795,"Hodde Kirke, Letbækvej, 6862 Tistrup, Denmark"
Holbæk Kirke,56.5526856,10.3003584,"Holbæk Kirke, Kastanievej, 8950 Ørsted, Denmark"
Holeby Kirke,54.715486,11.4513362,"Holeby Kirke, Kirkevej, 4960 Holeby, Denmark"
Holme Kirke,56.1142649,10.1744092,"Holme Kirke, Holme Byvej, 8270 Højbjerg, Denmark"
Holme Olstrup Kirke,55.2565282,11.8395758,"Holme-Olstrup Kirke, Kirkevænget, 4684 Holmegaard, Denmark"
"Holmsland, Gammelsogn Kirke",NA,NA,NA
"Holte, Gammel Holte Kirke",55.835746,12.5285472,"Gammel Holte Kirke, Kohavevej, 2850 Nærum, Denmark"
Holtug kirke,55.3448965,12.405463,"Holtug Kirke, Holtug Strandvej, 4660 Store, Denmark"
Homå Kirke,56.3627783,10.811306,"Homå Kirke, Kirke Allé, 8444 Balle, Denmark"
Horbelev Kirke,54.827885,12.0579407,"Horbelev Kirke, Bønnetvej, 4871 Horbelev, Denmark"
Hornbæk Kirke,56.0913552,12.4584349,"Hornbæk Kirke, Kirkevej, 3100 Hornbæk, Denmark"
Horne Kirke,55.106155,10.1741652,"Horne Kirke, Kirkevej, 5642 Millinge, Denmark"
Hornstrup Kirke,55.7442885,9.555474,"Hornstrup Kirke, Kirkebyvej, 7100 Vejle, Denmark"
Hornum Kirke,55.7452328,9.8059112,"Hornum Kirke, Hornumvej, 7140 Stouby, Denmark"
Horsens Kirke,57.1067501,10.0924273,"Horsens Kirke, Horsens Kirkevej, 9310 Vodskov, Denmark"
Horslunde Kirke,54.9086334,11.2165959,"Horslunde Kirke, Hovedgaden, 4913 Horslunde, Denmark"
Hou Kirke,55.1298027,10.9230294,"Hou Kirke, Houvej, Lohals, Denmark"
Hou Kirke,55.1298027,10.9230294,"Hou Kirke, Houvej, Lohals, Denmark"
Hove Kirke,55.2825951,11.3908679,"Høve Kirke, Høvevej, 4261 Dalmose, Denmark"
Hoven Kirke,55.850958,8.7586907,"Hoven Kirke, Bredgade, Hoven, Denmark"
Hundige Kirke,55.5943664,12.3180464,"Hundige Kirke, Eriksmindevej, 2670 Greve, Denmark"
Hundstrup Kirke,55.1044107,10.4313519,"Hundstrup Kirke, Filippavej, 5762 Vester, Denmark"
Hvejsel Kirke,55.8123538,9.4312449,"Hvejsel Kirke, Ådalvej, 7300 Jelling, Denmark"
Glud Kirke,55.8098619,9.9933335,"Glud Kirke, Glud Kirkevej, Glud, Denmark"
Østerbølle Kirke,56.7052256,9.4545167,"Østerbølle Kirke, Sognevejen, 9620 Aalestrup, Denmark"
Hvidbjerg Kirke,56.6527159,8.5271318,"Hvidbjerg Kirke, Kirkegade, 7790 Thyholm, Denmark"
Hundstrup Kirke,55.1044107,10.4313519,"Hundstrup Kirke, Filippavej, 5762 Vester, Denmark"
Vridsløselille Fængselskirke,NA,NA,NA
Knebel Kirke,56.210617,10.4832985,"Knebel Kirke, Havbakken, 8420 Knebel, Denmark"
Kværkeby Kirke,55.461238,11.8748345,"Kværkeby Kirke, Kirkevej, Kværkeby, Denmark"
Majbølle Kirke,54.8335802,11.735333,"Majbølle Kirke, Majbølle Byvej, 4862 Guldborg, Denmark"
Mogenstrup Kirke,55.1872726,11.8606997,"Mogenstrup Kirke, Kirkeskovvej, Mogenstrup, Denmark"
Nørre Kongerslev Kirke,56.9052029,10.1244448,"Nørre Kongerslev Kirke, Dalsgaardvej, 9293 Kongerslev, Denmark"
Ravnstrup Kirke,56.45058,9.2806695,"Ravnstrup Kirke, Kirkevej, Ravnstrup, Denmark"
Stilling Kirke,56.0648748,9.9983618,"Stilling Kirke, Stilling Kirkevej, 8362 Hørning, Denmark"
"Svendborg, Sct. Jørgens Kirke",NA,NA,NA
Sødring Kirke,56.6282502,10.321141,"Sødring Kirke, Sødringholmvej, Randers Municipality, Denmark"
Tjele Kirke,56.5109382,9.6097916,"Tjele Kirke, Hobro Landevej, 8830 Tjele, Denmark"
Toreby Kirke,54.755944,11.7814076,"Toreby Kirke, Torebyvej, 4891 Toreby, Denmark"
Tuse Kirke,55.715514,11.6160766,"Tuse Kirke, Tuse Byvej, 4420 Regstrup, Denmark"
Tømmerby Kirke,57.0861519,9.0152516,"Tømmerby Kirke, Kærupvej, 7741 Frøstrup, Denmark"
Vesløs Kirke,57.02401,8.9560963,"Vesløs Kirke, Gammel Feggesundvej, 7742 Vesløs, Denmark"
Vesløs Valgmenighedskirke,57.0358478,8.9715562,"Vesløs Valgmenighedskirke, Tømmerbyvej, 7742 Vesløs, Denmark"
Vinderslev Kirke,56.2531568,9.4272188,"Vinderslev Kirke, Vinderslevholmvej, 8620 Kjellerup, Denmark"
Vive Kirke,56.7060667,10.0337771,"Vive Kirke, Præstevej, Mariagerfjord Municipality, Denmark"
Vollerslev Kirke,55.420717,12.0063922,"Vollerslev Kirke, Turøvej, 4632 Bjæverskov, Denmark"
Ødum Kirke,56.3124895,10.1308562,"Ødum Kirke, Ødumvej, 8380 Trige, Denmark"
Årslev Kirke,56.1522295,10.0704627,"Årslev Kirke, Silkeborgvej, 8220 Brabrand, Denmark"
Sønder Galten Kirke,NA,NA,NA
Jersie Kirke,55.5272134,12.1624349,"Jersie Kirke, Nordre Byvej, 4622 Havdrup, Denmark"
Korning Kirke,55.8524716,9.697258,"Korning Kirke, Klaks Møllevej, 8762 Flemming, Denmark"
Lynge Kirke,55.3996933,11.5646581,"Lynge Kirke, Lyngevej, 4180 Sorø, Denmark"
Mejrup Kirke,56.3650565,8.6929685,"Mejrup Kirke, Mejrup Kirkevej, Mejrup Kirkeby, Denmark"
Nørre Bork Kirke,55.8410587,8.3025506,"Nørre Bork Kirke, Langagervej, 6893 Hemmet, Denmark"
Nørre Vinge Kirke,56.5316878,9.6616447,"Nørre Vinge Kirke, Hobro Landevej, Viborg Municipality, Denmark"
Nøvling Kirke,56.97363,9.9552221,"Nøvling Kirke, Nøvling Kirkevej, 9210 Aalborg SØ, Denmark"
Råsted Kirke,56.319503,8.422082,"Råsted Kirke, Råsted Kirkevej, Holstebro Municipality, Denmark"
Sir Kirke,56.4110429,8.5979371,"Sir Kirke, Sir Kirkevej, Holstebro Municipality, Denmark"
"Skive, Egeris Kirke",56.5516176,9.0280863,"Egeris Kirke, Borgmester W Madsens Alle, 7800 Skive, Denmark"
Slagslunde Kirke,55.7999193,12.2271821,"Slagslunde Kirke, Slagslunde Bygade, 3660 Stenløse, Denmark"
Thorum Kirke,56.7420423,9.055115,"Thorum Kirke, Sølvvej, Thorum, Denmark"
Vejerslev Kirke,56.3057934,9.7158822,"Vejerslev Kirke, Præstevænget, 8882 Fårvang, Denmark"
Vistoft Kirke,56.192875,10.5097861,"Vistoft Kirke, Søndre Molsvej, 8420 Knebel, Denmark"
Ølstrup Kirke,56.1100054,8.4233725,"Ølstrup Kirke, Hjøllund, Attenagrevej, Ølstrup, Denmark"
Øster Alling Kirke,56.4118197,10.3139442,"Øster Alling Kirke, Hovedgaden, Øster Alling, Denmark"
Åby Kirke,56.1456405,10.1624339,"Gammel Åby Kirke, Åbyvej, 8230 Åbyhøj, Denmark"
Hyllinge Kirke,55.2560115,11.5987629,"Hyllinge Kirke, Søndergade, Hyllinge, Denmark"
Hørby Kirke,57.3459402,10.3501761,"Hørby Kirke, Kirkevej, Frederikshavn Municipality, Denmark"
Kvorning Kirke,56.493162,9.7029555,"Kvorning Kirke, Kvorning Møllevej, Kvorning, Denmark"
Lyndby Kirke,55.6723863,11.9349631,"Lyndby Kirke, Østergade, 4070 Kirke, Denmark"
Nørre Lyngvig Kirke,NA,NA,NA
Mern Kirke,55.0502406,12.0573865,"Mern Kirke, Gammel Præstøvej, 4735 Mern, Denmark"
Oudrup Kirke,56.9323487,9.386267,"Oudrup Kirke, Oudrup Kirkevej, Vindblæs, Denmark"
Aggersborg Kirke,56.9972827,9.2541794,"Aggersborg Kirke, Thorupvej, Aggersund, Denmark"
Solrød Strandkirke,55.5321203,12.2211854,"Solrød Strandkirke, Mosevej, 2680 Solrød, Denmark"
Suldrup Kirke,56.8555827,9.6910249,"Suldrup Kirke, Veggerbyvej, 9541 Suldrup, Denmark"
Sønder Onsild Kirke,56.5851669,9.7623978,"Sønder Onsild Kirke, Sønder Ulstrupvej, Sønder Onsild, Denmark"
Testrup Kirke,56.7239062,9.4997347,"Testrup Kirke, Højslev Møllevej, 9620 Aalestrup, Denmark"
Trustrup Kirke,56.3485171,10.7691901,"Trustrup Kirke, Lyngbyvej, 8570 Trustrup, Denmark"
Vester Velling Kirke,56.4338334,9.8429526,"Vester Velling Kirke, Kirkevej, Favrskov Municipality, Denmark"
Visby Kirke,55.0111815,8.7763356,"Visby Kirke, Madevej, 6261 Bredebro, Denmark"
Voel Kirke,56.1917038,9.6939146,"Voel Kirke, Kirkegyden, Voel, Denmark"
Vorgod Kirke,56.086181,8.7011882,"Vorgod Kirke, Kirkevej, 6920 Videbæk, Denmark"
Klejs Kirke,55.7422257,9.9387615,"Klejs Kirke, Holstdalsvej, Hedensted Municipality, Denmark"
Kokkedal Kirke,55.900226,12.4987768,"Kokkedal Kirke, Højmose Vænge, 2980 Kokkedal, Denmark"
"København, Trinitatis Kirke",55.6815725,12.576134,"Trinity Church, Landemærket, 1125 Copenhagen, Denmark"
Randlev Kirke,55.9439412,10.1862509,"Randlev Kirke, Kirkevej, 8300 Odder, Denmark"
Rom Kirke,56.5166519,8.3048935,"Rom Kirke, Ringkøbingvej, 7620 Lemvig, Denmark"
Skannerup Kirke,56.2108016,9.7438311,"Skannerup Kirke, Hammelvej, 8883 Gjern, Denmark"
Skellerup Kirke,55.3418298,10.6585043,"Skellerup Kirke, Skellerup Byvej, 5540 Ullerslev, Denmark"
Smollerup Kirke,56.4627003,9.1525548,"Smollerup Kirke, Kalkværksvej, 7850 Stoholm, Denmark"
Storring Kirke,56.1366121,9.9410773,"Storring Kirke, Lilleringvej, 8464 Galten, Denmark"
Sønderhå Kirke,56.8700744,8.4494974,"Sønderhå Kirke, Legindvej, Thisted Municipality, Denmark"
Sørup Kirke,56.8897117,9.7831855,"Sørup Kirke, Nibevej, 9530 Støvring, Denmark"
Terndrup Kirke,56.817903,10.0520597,"Terndrup Kirke, Skørpingvej, 9575 Terndrup, Denmark"
Tingsted Kirke,54.8135676,11.9085065,"Tingsted Kirke, Tingbanken, 4863 Eskilstrup, Denmark"
Tornby Kirke,57.5274409,9.9479736,"Tornby Kirke, Fælleden, 9850 Hirtshals, Denmark"
Vorning Kirke,56.5275576,9.7268706,"Vorning Kirke, Digevej, Viborg Municipality, Denmark"
Klim Kirke,57.0925747,9.1702829,"Klim Kirke, Kirkegade, Klim, Denmark"
Kobberup Kirke,56.5170838,9.09289,"Kobberup Kirke, Kirkebakken, Viborg Municipality, Denmark"
Kollerup Kirke,57.0974795,9.2949533,"Kollerup Kirke, Svinkløvvej, 9690 Fjerritslev, Denmark"
Kølkær Kirke,56.0640081,9.0833498,"Kølkær Kirke, Kirkesvinget, Kølkær, Denmark"
Lodbjerg Kirke,56.8179402,8.2952209,"Lodbjerg Kirke, Lodbjerg Kirkevej, 7770 Vestervig, Denmark"
Mårum Kirke,56.0250863,12.2797987,"Mårum Kirke, Hessemosevej, Mårum, Denmark"
"Næstved, Sct. Jørgens Kirke",55.2109609,11.7647994,"Sct. Jørgens Kirke (Parkvej), Parkvej, 4700 Næstved, Denmark"
Ruds Vedby Kirke,55.5417276,11.3758707,"Ruds Vedby Kirke, Rudsgade, 4291 Ruds, Denmark"
Røjleskov Kirke,55.5463133,9.8206777,"Røjleskov Kirke, Røjleskovvej, Middelfart Municipality, Denmark"
Skast Kirke,55.0617315,8.694818,"Sønder Skast Kirke, Skast, Tønder Municipality, Denmark"
Snesere Kirke,55.1653008,11.9306994,"Snesere Kirke, Snesere Torpvej, 4733 Tappernøje, Denmark"
Store Tåstrup Kirke,55.5529381,11.7095444,"Store Tåstrup Kirke, Tåstrupvej, 4370 Store, Denmark"
Ulsted Kirke,57.0712369,10.2540094,"Ulsted Kirke, Sønderlundsvej, Ulsted, Denmark"
Ulkebøl Kirke,54.9262327,9.8306842,"Ulkebøl Kirke, Kirkevej, Sønderborg, Denmark"
Ørum Kirke,55.7388409,9.7448411,"Ørum Kirke, Kirkebuen, 8721 Daugård, Denmark"
Østerild Kirke,57.0295568,8.8509071,"Østerild Kirke, Østerild Byvej, Østerild, Denmark"
Ålum Kirke,56.4524198,9.8328084,"Ålum Kirke, Dalen, Ålum, Denmark"
Kædeby Kirke,54.8612111,10.6775513,"Kædeby Kirke, Langøvej, 5932 Humble, Denmark"
Hvorup Kirke,57.0927562,9.9369229,"Hvorup Kirke, Høvejen, 9400 Nørresundby, Denmark"
Linå Kirke,56.1551828,9.6905396,"Linå Kirke, Vangvedvejen, Linå, Denmark"
Mammen Kirke,56.4105745,9.6129911,"Mammen Kirke, Mammen Byvej, 8850 Bjerringbro, Denmark"
Raklev Kirke,55.6967459,11.0662178,"Raklev Kirke, Hestehavebakken, 4400 Kalundborg, Denmark"
Råbjerg Kirke,57.6257069,10.3552695,"Råbjerg Kirke, Råbjergvej, 9982 Ålbæk, Denmark"
Spjellerup Kirke,55.2735407,12.2265899,"Spjellerup Kirke, Spjellerupvej, 4653 Karise, Denmark"
Strib Kirke,55.5377457,9.772537,"Strib Kirke, Røjlemosevej, 5500 Middelfart, Denmark"
Sulsted Kirke,57.1477173,9.9897275,"Sulsted Kirke, Aalborg Municipality, North Denmark Region, Denmark"
Ubberud Kirke,55.3971605,10.256488,"Ubberud Kirke, Ubberudvej, 5491 Blommenslyst, Denmark"
Villerslev Kirke,56.8210715,8.4849625,"Villerslev Kirke, Iruplundvej, Thisted Municipality, Denmark"
Uge Kirke,54.9657868,9.3075651,"Uge Kirke, Uge Bygade, 6392 Bolderslev, Denmark"
Jordrup Kirke,55.5586845,9.30917,"Jordrup Kirke, Borgergade, 6064 Jordrup, Denmark"
Lille Fuglede Kirke,55.5934503,11.2738294,"Lille Fuglede Kirke, Søvang, Kalundborg Municipality, Denmark"
Lindholm Kirke,57.0706944,9.896159,"Lindholm Kirke, Thistedvej, 9400 Nørresundby, Denmark"
Otting Kirke,56.6407365,8.9184898,"Otting Kirke, Ottingvej, Oddense, Denmark"
Ribe Domkirke,55.3280665,8.7614727,"Ribe Cathedral, Torvet, 6760 Ribe, Denmark"
Ringive Kirke,55.8025152,9.1777071,"Ringive Kirke, Ringivevej, 7323 Give, Denmark"
Tolne Kirke,57.4709389,10.3141152,"Tolne Kirke, Kirkevej, Tolne, Denmark"
Vejlø Kirke,55.1764742,11.7535053,"Vejlø Kirke, Vejløvej, 4700 Næstved, Denmark"
Ølstykke Kirke,55.782898,12.1750086,"Ølstykke Kirke, Kirkepladsen, 3650 Ølstykke, Denmark"
"Aarhus, Skjoldhøj Kirke",56.1739883,10.1221933,"Skjoldhøj Kirke, Stenaldervej, 8381 Tilst, Denmark"
Hørsted Kirke,56.8712151,8.4929217,"Hørsted Kirke, Hørstedvej, 7752 Snedsted, Denmark"
"København, Tingbjerg Kirke",55.7192428,12.4791386,"Tingbjerg Kirke, Langhusvej, 2700 Brønshøj, Denmark"
Langelund Kirke,55.8070363,9.1029243,"Langelund Kirke, Gammelbyvej, Grønbjerg, Denmark"
Magstrup Kirke,NA,NA,NA
Marie Magdalene Kirke,56.3883723,10.4798992,"Marie Magdalene Kirke, Bøjstrupvej, 8550 Ryomgård, Denmark"
Mejdal Kirke,56.3483857,8.6421647,"Mejdal Kirke, Prins Buris Vej, 7500 Holstebro, Denmark"
"Odense, Hjallese Kirke",55.356062,10.3899134,"Hjallese Kirke, Hjallesehaven, 5260 Odense S, Denmark"
Olstrup Kirke,54.673337,11.4694001,"Olstrup Kirke, Olstrupvej, 4960 Holeby, Denmark"
Pårup Kirke,NA,NA,NA
Randers Klosterkirke,56.4599601,10.0326405,"Randers Klosterkirke, Blegdammen, 8900 Randers C, Denmark"
Rud Kirke,56.3615473,10.1287084,"Rud Kirke, Voldum-Rud Vej, Favrskov Municipality, Denmark"
Sejling Kirke,56.2185571,9.5183337,"Sejling Kirke, Lemmingvej, 8632 Lemming, Denmark"
Skodborg Kirke,55.41881,9.1516049,"Skodborg Kirke, Brudepladsen, Skodborg, Denmark"
Stenbjerg Kirke,56.9213478,8.3577907,"Stenbjerg Kirke, Stenbjerg Kirke Vej, Thisted Municipality, Denmark"
Store Ajstrup Kirke,56.9463559,9.5158261,"Store Ajstrup Kirke, Kyømarksvej, Aalborg Municipality, Denmark"
Udby Kirke,56.5734312,10.2986238,"Udby Kirke, Rougsøvej, Norddjurs Municipality, Denmark"
Thorup Kirke,56.9972827,9.2541794,"Aggersborg Kirke, Thorupvej, Aggersund, Denmark"
Vroue kirke,56.4406075,9.0335065,"Vroue Kirke, Vrouevej, Vridsted, Denmark"
"Aalborg, Sct. Mariæ Kirke",NA,NA,NA
"Holstebro, Ellebæk Kirke",56.3764462,8.5804706,"Ellebæk Kirke, Beethovensvej, Holstebro, Denmark"
Jerlev Kirke,55.672354,9.4349781,"Jerlev Kirke, Jerlev Landevej, Jerlev, Denmark"
Jungshoved Kirke,55.0811029,12.1223306,"Jungshoved Kirke, Hovmarken, Vordingborg Municipality, Denmark"
Kildebrønde Kirke,55.6075017,12.2757236,"Kildebrønde Kirke, Bag Kirken, 2670 Greve, Denmark"
Klejtrup Kirke,56.5907715,9.6327743,"Klejtrup Kirke, Kirkebakken, Klejtrup, Denmark"
"Kolding, Simon Peters Kirke",55.4999495,9.4584826,"Simon Peters Kirke, Islandsvej, 6000 Kolding, Denmark"
Hårlev Kirke,55.348474,12.240781,"Hårlev Kirke, Hårlev Kirkevej, 4652 Hårlev, Denmark"
Jerup Kirke,57.5364899,10.4160144,"Jerup Kirke, Ved Kirken, 9981 Jerup, Denmark"
Karlslunde Strandkirke,55.5569531,12.2533459,"Karlslunde Strandkirke, Karlslunde Strandvej, 2690 Karlslunde, Denmark"
Kirke Hyllinge Kirke,55.7036694,11.8885405,"Kirke Hyllinge Kirke, Kirkevej, 4070 Kirke, Denmark"
"København, Kastrup Annekskirke",NA,NA,NA
Levring Kirke,56.3068732,9.4674665,"Levring Kirke, Bygaden, Levring, Denmark"
Lyø Kirke,55.042744,10.150907,"Lyø Kirke, Lyø Bygade, 5601 Lyø, Denmark"
Morild Kirke,57.3779397,10.2279607,"Morild Kirke, Rævmosevej, 9750 Østervrå, Denmark"
Nørre Asmindrup Kirke,55.8876823,11.6218117,"Nørre Asmindrup Kirke, Asmindrupvej, 4572 Nørre, Denmark"
Nøvling Kirke,56.97363,9.9552221,"Nøvling Kirke, Nøvling Kirkevej, 9210 Aalborg SØ, Denmark"
Oppe Sundby Kirke,55.8209403,12.1005267,"Toftesten, Oppe Sundby Kirke, Roskildevej, 3600 Frederikssund, Denmark"
Rold Kirke,56.7717651,9.8114892,"Rold Kirke, Nysumvej, Rold, Denmark"
Rørdal Kirke,57.0557351,9.9667001,"Rørdal Kirke, Sølystvej, 9220 Aalborg Øst, Denmark"
Skibsted Kirke,56.8661613,10.066841,"Skibsted Kirke, Skibstedvej, 9293 Kongerslev, Denmark"
Taulov Kirke,55.5394135,9.6078424,"Taulov Kirke, Holme Mark, Holmemarksvej, Taulov, Denmark"
